command,compress_gbps,compressed_size_bytes,compression_ratio,compression_time_sec,compressor,dataset,decompress_gbps,decompression_time_sec,elapsed_sec,error_mode,error_value,label,ncu_log,ncu_report_base,ncu_return_code,raw_log,return_code,timed_trial,trial
../dep/install/FZ-GPU/bin/fz-gpu /home/jwang96/datasets/Hurricane_new/clean-data-Jinyang/example.f32 500 500 100 1e-2,,,,,fzgpu,hurricane_primary,,,0.0023491382598876953,rel,1e-2,fzgpu,../outputs/raw/hurricane_primary__fzgpu__rel_1e-2__trial3.ncu.log,../outputs/raw/hurricane_primary__fzgpu__rel_1e-2__trial3,1,../outputs/raw/hurricane_primary__fzgpu__rel_1e-2__trial3.log,1,True,3
../dep/install/FZ-GPU/bin/fz-gpu /home/jwang96/datasets/Hurricane_new/clean-data-Jinyang/example.f32 500 500 100 1e-2,,,,,fzgpu,hurricane_primary,,,0.0018610954284667969,rel,1e-2,fzgpu,../outputs/raw/hurricane_primary__fzgpu__rel_1e-2__trial4.ncu.log,../outputs/raw/hurricane_primary__fzgpu__rel_1e-2__trial4,1,../outputs/raw/hurricane_primary__fzgpu__rel_1e-2__trial4.log,1,True,4
../dep/install/FZ-GPU/bin/fz-gpu /home/jwang96/datasets/Hurricane_new/clean-data-Jinyang/example.f32 500 500 100 1e-2,,,,,fzgpu,hurricane_primary,,,0.001493692398071289,rel,1e-2,fzgpu,../outputs/raw/hurricane_primary__fzgpu__rel_1e-2__trial5.ncu.log,../outputs/raw/hurricane_primary__fzgpu__rel_1e-2__trial5,1,../outputs/raw/hurricane_primary__fzgpu__rel_1e-2__trial5.log,1,True,5
../dep/install/FZ-GPU/bin/fz-gpu /home/jwang96/datasets/Hurricane_new/clean-data-Jinyang/example.f32 500 500 100 1e-3,,,,,fzgpu,hurricane_primary,,,0.0015387535095214844,rel,1e-3,fzgpu,,,,../outputs/raw/hurricane_primary__fzgpu__rel_1e-3__trial0.log,1,False,0
../dep/install/FZ-GPU/bin/fz-gpu /home/jwang96/datasets/Hurricane_new/clean-data-Jinyang/example.f32 500 500 100 1e-3,,,,,fzgpu,hurricane_primary,,,0.0014309883117675781,rel,1e-3,fzgpu,../outputs/raw/hurricane_primary__fzgpu__rel_1e-3__trial1.ncu.log,../outputs/raw/hurricane_primary__fzgpu__rel_1e-3__trial1,1,../outputs/raw/hurricane_primary__fzgpu__rel_1e-3__trial1.log,1,True,1
../dep/install/FZ-GPU/bin/fz-gpu /home/jwang96/datasets/Hurricane_new/clean-data-Jinyang/example.f32 500 500 100 1e-3,,,,,fzgpu,hurricane_primary,,,0.002501964569091797,rel,1e-3,fzgpu,../outputs/raw/hurricane_primary__fzgpu__rel_1e-3__trial2.ncu.log,../outputs/raw/hurricane_primary__fzgpu__rel_1e-3__trial2,1,../outputs/raw/hurricane_primary__fzgpu__rel_1e-3__trial2.log,1,True,2
../dep/install/FZ-GPU/bin/fz-gpu /home/jwang96/datasets/Hurricane_new/clean-data-Jinyang/example.f32 500 500 100 1e-3,,,,,fzgpu,hurricane_primary,,,0.002805948257446289,rel,1e-3,fzgpu,../outputs/raw/hurricane_primary__fzgpu__rel_1e-3__trial3.ncu.log,../outputs/raw/hurricane_primary__fzgpu__rel_1e-3__trial3,1,../outputs/raw/hurricane_primary__fzgpu__rel_1e-3__trial3.log,1,True,3
../dep/install/FZ-GPU/bin/fz-gpu /home/jwang96/datasets/Hurricane_new/clean-data-Jinyang/example.f32 500 500 100 1e-3,,,,,fzgpu,hurricane_primary,,,0.0016758441925048828,rel,1e-3,fzgpu,../outputs/raw/hurricane_primary__fzgpu__rel_1e-3__trial4.ncu.log,../outputs/raw/hurricane_primary__fzgpu__rel_1e-3__trial4,1,../outputs/raw/hurricane_primary__fzgpu__rel_1e-3__trial4.log,1,True,4
../dep/install/FZ-GPU/bin/fz-gpu /home/jwang96/datasets/Hurricane_new/clean-data-Jinyang/example.f32 500 500 100 1e-3,,,,,fzgpu,hurricane_primary,,,0.0023589134216308594,rel,1e-3,fzgpu,../outputs/raw/hurricane_primary__fzgpu__rel_1e-3__trial5.ncu.log,../outputs/raw/hurricane_primary__fzgpu__rel_1e-3__trial5,1,../outputs/raw/hurricane_primary__fzgpu__rel_1e-3__trial5.log,1,True,5
../dep/install/FZ-GPU/bin/fz-gpu /home/jwang96/datasets/Hurricane_new/clean-data-Jinyang/example.f32 500 500 100 1e-4,,,,,fzgpu,hurricane_primary,,,0.001531362533569336,rel,1e-4,fzgpu,,,,../outputs/raw/hurricane_primary__fzgpu__rel_1e-4__trial0.log,1,False,0
../dep/install/FZ-GPU/bin/fz-gpu /home/jwang96/datasets/Hurricane_new/clean-data-Jinyang/example.f32 500 500 100 1e-4,,,,,fzgpu,hurricane_primary,,,0.0014255046844482422,rel,1e-4,fzgpu,../outputs/raw/hurricane_primary__fzgpu__rel_1e-4__trial1.ncu.log,../outputs/raw/hurricane_primary__fzgpu__rel_1e-4__trial1,1,../outputs/raw/hurricane_primary__fzgpu__rel_1e-4__trial1.log,1,True,1
../dep/install/FZ-GPU/bin/fz-gpu /home/jwang96/datasets/Hurricane_new/clean-data-Jinyang/example.f32 500 500 100 1e-4,,,,,fzgpu,hurricane_primary,,,0.0022177696228027344,rel,1e-4,fzgpu,../outputs/raw/hurricane_primary__fzgpu__rel_1e-4__trial2.ncu.log,../outputs/raw/hurricane_primary__fzgpu__rel_1e-4__trial2,1,../outputs/raw/hurricane_primary__fzgpu__rel_1e-4__trial2.log,1,True,2
../dep/install/FZ-GPU/bin/fz-gpu /home/jwang96/datasets/Hurricane_new/clean-data-Jinyang/example.f32 500 500 100 1e-4,,,,,fzgpu,hurricane_primary,,,0.001466989517211914,rel,1e-4,fzgpu,../outputs/raw/hurricane_primary__fzgpu__rel_1e-4__trial3.ncu.log,../outputs/raw/hurricane_primary__fzgpu__rel_1e-4__trial3,1,../outputs/raw/hurricane_primary__fzgpu__rel_1e-4__trial3.log,1,True,3
../dep/install/FZ-GPU/bin/fz-gpu /home/jwang96/datasets/Hurricane_new/clean-data-Jinyang/example.f32 500 500 100 1e-4,,,,,fzgpu,hurricane_primary,,,0.0014579296112060547,rel,1e-4,fzgpu,../outputs/raw/hurricane_primary__fzgpu__rel_1e-4__trial4.ncu.log,../outputs/raw/hurricane_primary__fzgpu__rel_1e-4__trial4,1,../outputs/raw/hurricane_primary__fzgpu__rel_1e-4__trial4.log,1,True,4
../dep/install/FZ-GPU/bin/fz-gpu /home/jwang96/datasets/Hurricane_new/clean-data-Jinyang/example.f32 500 500 100 1e-4,,,,,fzgpu,hurricane_primary,,,0.0025284290313720703,rel,1e-4,fzgpu,../outputs/raw/hurricane_primary__fzgpu__rel_1e-4__trial5.ncu.log,../outputs/raw/hurricane_primary__fzgpu__rel_1e-4__trial5,1,../outputs/raw/hurricane_primary__fzgpu__rel_1e-4__trial5.log,1,True,5
../dep/install/zfp/bin/zfp --help,,,,,zfp,hurricane_primary,,,0.003797769546508789,rel,1e-2,zfp,,,,../outputs/raw/hurricane_primary__zfp__rel_1e-2__trial0.log,1,False,0
../dep/install/zfp/bin/zfp --help,,,,,zfp,hurricane_primary,,,0.0014662742614746094,rel,1e-2,zfp,../outputs/raw/hurricane_primary__zfp__rel_1e-2__trial1.ncu.log,../outputs/raw/hurricane_primary__zfp__rel_1e-2__trial1,1,../outputs/raw/hurricane_primary__zfp__rel_1e-2__trial1.log,1,True,1
../dep/install/zfp/bin/zfp --help,,,,,zfp,hurricane_primary,,,0.002712726593017578,rel,1e-2,zfp,../outputs/raw/hurricane_primary__zfp__rel_1e-2__trial2.ncu.log,../outputs/raw/hurricane_primary__zfp__rel_1e-2__trial2,1,../outputs/raw/hurricane_primary__zfp__rel_1e-2__trial2.log,1,True,2
../dep/install/zfp/bin/zfp --help,,,,,zfp,hurricane_primary,,,0.002214670181274414,rel,1e-2,zfp,../outputs/raw/hurricane_primary__zfp__rel_1e-2__trial3.ncu.log,../outputs/raw/hurricane_primary__zfp__rel_1e-2__trial3,1,../outputs/raw/hurricane_primary__zfp__rel_1e-2__trial3.log,1,True,3
../dep/install/zfp/bin/zfp --help,,,,,zfp,hurricane_primary,,,0.0019712448120117188,rel,1e-2,zfp,../outputs/raw/hurricane_primary__zfp__rel_1e-2__trial4.ncu.log,../outputs/raw/hurricane_primary__zfp__rel_1e-2__trial4,1,../outputs/raw/hurricane_primary__zfp__rel_1e-2__trial4.log,1,True,4
../dep/install/zfp/bin/zfp --help,,,,,zfp,hurricane_primary,,,0.0025730133056640625,rel,1e-2,zfp,../outputs/raw/hurricane_primary__zfp__rel_1e-2__trial5.ncu.log,../outputs/raw/hurricane_primary__zfp__rel_1e-2__trial5,1,../outputs/raw/hurricane_primary__zfp__rel_1e-2__trial5.log,1,True,5
../dep/install/zfp/bin/zfp --help,,,,,zfp,hurricane_primary,,,0.0019767284393310547,rel,1e-3,zfp,,,,../outputs/raw/hurricane_primary__zfp__rel_1e-3__trial0.log,1,False,0
../dep/install/zfp/bin/zfp --help,,,,,zfp,hurricane_primary,,,0.0020208358764648438,rel,1e-3,zfp,../outputs/raw/hurricane_primary__zfp__rel_1e-3__trial1.ncu.log,../outputs/raw/hurricane_primary__zfp__rel_1e-3__trial1,1,../outputs/raw/hurricane_primary__zfp__rel_1e-3__trial1.log,1,True,1
../dep/install/zfp/bin/zfp --help,,,,,zfp,hurricane_primary,,,0.002467632293701172,rel,1e-3,zfp,../outputs/raw/hurricane_primary__zfp__rel_1e-3__trial2.ncu.log,../outputs/raw/hurricane_primary__zfp__rel_1e-3__trial2,1,../outputs/raw/hurricane_primary__zfp__rel_1e-3__trial2.log,1,True,2
../dep/install/zfp/bin/zfp --help,,,,,zfp,hurricane_primary,,,0.0017631053924560547,rel,1e-3,zfp,../outputs/raw/hurricane_primary__zfp__rel_1e-3__trial3.ncu.log,../outputs/raw/hurricane_primary__zfp__rel_1e-3__trial3,1,../outputs/raw/hurricane_primary__zfp__rel_1e-3__trial3.log,1,True,3
../dep/install/zfp/bin/zfp --help,,,,,zfp,hurricane_primary,,,0.0019235610961914062,rel,1e-3,zfp,../outputs/raw/hurricane_primary__zfp__rel_1e-3__trial4.ncu.log,../outputs/raw/hurricane_primary__zfp__rel_1e-3__trial4,1,../outputs/raw/hurricane_primary__zfp__rel_1e-3__trial4.log,1,True,4
../dep/install/zfp/bin/zfp --help,,,,,zfp,hurricane_primary,,,0.002452373504638672,rel,1e-3,zfp,../outputs/raw/hurricane_primary__zfp__rel_1e-3__trial5.ncu.log,../outputs/raw/hurricane_primary__zfp__rel_1e-3__trial5,1,../outputs/raw/hurricane_primary__zfp__rel_1e-3__trial5.log,1,True,5
../dep/install/zfp/bin/zfp --help,,,,,zfp,hurricane_primary,,,0.0030045509338378906,rel,1e-4,zfp,,,,../outputs/raw/hurricane_primary__zfp__rel_1e-4__trial0.log,1,False,0
../dep/install/zfp/bin/zfp --help,,,,,zfp,hurricane_primary,,,0.0018916130065917969,rel,1e-4,zfp,../outputs/raw/hurricane_primary__zfp__rel_1e-4__trial1.ncu.log,../outputs/raw/hurricane_primary__zfp__rel_1e-4__trial1,1,../outputs/raw/hurricane_primary__zfp__rel_1e-4__trial1.log,1,True,1
../dep/install/zfp/bin/zfp --help,,,,,zfp,hurricane_primary,,,0.002348184585571289,rel,1e-4,zfp,../outputs/raw/hurricane_primary__zfp__rel_1e-4__trial2.ncu.log,../outputs/raw/hurricane_primary__zfp__rel_1e-4__trial2,1,../outputs/raw/hurricane_primary__zfp__rel_1e-4__trial2.log,1,True,2
../dep/install/zfp/bin/zfp --help,,,,,zfp,hurricane_primary,,,0.002234935760498047,rel,1e-4,zfp,../outputs/raw/hurricane_primary__zfp__rel_1e-4__trial3.ncu.log,../outputs/raw/hurricane_primary__zfp__rel_1e-4__trial3,1,../outputs/raw/hurricane_primary__zfp__rel_1e-4__trial3.log,1,True,3
../dep/install/zfp/bin/zfp --help,,,,,zfp,hurricane_primary,,,0.001810312271118164,rel,1e-4,zfp,../outputs/raw/hurricane_primary__zfp__rel_1e-4__trial4.ncu.log,../outputs/raw/hurricane_primary__zfp__rel_1e-4__trial4,1,../outputs/raw/hurricane_primary__zfp__rel_1e-4__trial4.log,1,True,4
../dep/install/zfp/bin/zfp --help,,,,,zfp,hurricane_primary,,,0.0026755332946777344,rel,1e-4,zfp,../outputs/raw/hurricane_primary__zfp__rel_1e-4__trial5.ncu.log,../outputs/raw/hurricane_primary__zfp__rel_1e-4__trial5,1,../outputs/raw/hurricane_primary__zfp__rel_1e-4__trial5.log,1,True,5
